,cod_zona,cod_rest,cods_revs,revs
75,g796999,d15662340,r765825919,"After reading some good reviews on here we decided to give this restaurant a go and almost everything was perfect. The place has all the ingredients needed to be a great restaurant such as views to die for, yummy cocktails and decent service, however I found the food a bit underwhelming. Our starters lacked seasoning, the steak wasn't top notch as I would expect for the price we paid and was a bit overcooked for what we ordered. The tuna was more on the blue side than medium rare and the side of chips was soggy. In my opinion a great place to chill with a cocktail and enjoy the views but there are much better places to eat in La Caleta."
76,g796999,d15662340,r763944451,"Everything was perfect, we recommand the tuna !We came for the sunset, perfect place for a dinner for 2 !"
77,g796999,d15662340,r760293487,"Although the service is kind and friendly, and our food was good, with quality products, I expected more value for the money. The cooking of the meat was nos as ordered and some dishes were simply correct. For me the best were the chilli prawns."
78,g796999,d15662340,r752579285,We visited this restaurant twice on our weeks holiday on both occasions it was lovely we will definitely be back when we visit tenerife again next year
79,g796999,d15662340,r751099052,"Despite the fact that Spain had just gone into lock down because of the CV, the team at this restaurant were awesome. I’m sure that they must all be worried about what the rest of the tourist season will bring, but you would never have known it! The food, the service and the location were all top class. We will be returning to this hotel in the near future (see separate review of the hotel) and look forward to meeting Daniel and his team again then. We wish them well through the current crisis - they deserve it. Highly recommended."
80,g796999,d15662340,r778113759,we decided to try Starfish for lunch and enjoyed our overall experience . our waiter was excellent food was very nice . freshly grilled fish was excellent as was the wine . it was a great start to our holiday
81,g796999,d15662340,r777826933,"We have been coming to Tenerife for 6 years, stayed twice at Corales Suites and have tried countless restaurants in the island. By far Starfish is a must! Dani and his team will make the meal unbelievable. combining seasonal fresh specialities and off the menu specials means we have not once left without a great meal and a big smile. Definitely worth mentioning the chefs Victor and Samuel whose seafood and lamb are to die for and all the team that will make you feel at home. Kudos "
82,g796999,d15662340,r776488827,"Starfish is located in the glossy Corales Suites Hotel & has a nice al fresco setting around the pool, overlooking the ocean. Decor is fresh & modern & there’s an easy going, laid back feel. Service was tip top, & prices reasonable. Sadly, food was rather underwhelming, overcooked & uninspiring."
83,g796999,d15662340,r769415363,"Stunning place! We had an exceptional time spending my partners birthday at Starfish, lovely food, beautiful views and great host Daniel. Thank you and we will be back"
84,g796999,d15662340,r769345021,"My wife and I stayed in Royal Hideway Corales Suites in Sept 2020 for 3 nights. We had our eye on the Starfish restaurant located within the resort since we arrived. I checked TripAdvisor and was a bit concerned to see a couple of recent negative reviews but we decided to go in with an open mind. We're really glad that we did as it was a lovely meal.Having been to the Starfish pool bar a few times before on previous visits, we already knew that they have a great selection of cocktails and their 'Creamy Prawns in Batter' are amazing and definitely a must-have! We have had them a few times at the pool bar in the past as a snack and both went for them as a starter.The menu is a tad confusing regarding the main courses. I ordered the T-bone steak, but the waiter informed me that it's only for 2 people. If this is the case, why doesn't it say on the menu? He also mentioned the Tomahawk, Entrecôte and Iberian Presa are sharing main courses. I feel this should be made more clear on the menu as it limits your choices if you want to order a different main from your dining partner. In the end, we both went for the Beef Tenderloin. It was a very nice dish. A quality steak with great sides (really recommend the sweet potato mash). I would say for our requested medium, the steak was perhaps slightly underdone but we don't mind it being on the rare side anyway so this wasn't a problem. I'll be honest and say it's not the best steak I've ever had, but still very enjoyable.The desserts were really nice. I went for the French toast with white chocolate custard and my wife had the Canarian Quesillo. Both very tasty.The location of the restaurant is fantastic. We had a great view of the sunset. The service was impeccable throughout the evening and very friendly. For some reason, the restaurant requests men wear long trousers however, someone in a table across from us was wearing shorts so it must not be greatly enforced. Given the outdoor setting, I'm not really sure why trousers are requested anyway. It seems a bit unnecessary.The restaurant is very reasonably priced for a 5 star hotel's eatery. Our bill was €145 which is pretty good considering we had 3 courses and a cocktail each. Overall we were really impressed with Starfish and would happily recommend it."
85,g796999,d15662340,r765825919,"After reading some good reviews on here we decided to give this restaurant a go and almost everything was perfect. The place has all the ingredients needed to be a great restaurant such as views to die for, yummy cocktails and decent service, however I found the food a bit underwhelming. Our starters lacked seasoning, the steak wasn't top notch as I would expect for the price we paid and was a bit overcooked for what we ordered. The tuna was more on the blue side than medium rare and the side of chips was soggy. In my opinion a great place to chill with a cocktail and enjoy the views but there are much better places to eat in La Caleta."
86,g796999,d15662340,r763944451,"Everything was perfect, we recommand the tuna !We came for the sunset, perfect place for a dinner for 2 !"
87,g796999,d15662340,r760293487,"Although the service is kind and friendly, and our food was good, with quality products, I expected more value for the money. The cooking of the meat was nos as ordered and some dishes were simply correct. For me the best were the chilli prawns."
88,g796999,d15662340,r752579285,We visited this restaurant twice on our weeks holiday on both occasions it was lovely we will definitely be back when we visit tenerife again next year
89,g796999,d15662340,r751099052,"Despite the fact that Spain had just gone into lock down because of the CV, the team at this restaurant were awesome. I’m sure that they must all be worried about what the rest of the tourist season will bring, but you would never have known it! The food, the service and the location were all top class. We will be returning to this hotel in the near future (see separate review of the hotel) and look forward to meeting Daniel and his team again then. We wish them well through the current crisis - they deserve it. Highly recommended."
90,g796999,d15662340,r778113759,we decided to try Starfish for lunch and enjoyed our overall experience . our waiter was excellent food was very nice . freshly grilled fish was excellent as was the wine . it was a great start to our holiday
91,g796999,d15662340,r777826933,"We have been coming to Tenerife for 6 years, stayed twice at Corales Suites and have tried countless restaurants in the island. By far Starfish is a must! Dani and his team will make the meal unbelievable. combining seasonal fresh specialities and off the menu specials means we have not once left without a great meal and a big smile. Definitely worth mentioning the chefs Victor and Samuel whose seafood and lamb are to die for and all the team that will make you feel at home. Kudos "
92,g796999,d15662340,r776488827,"Starfish is located in the glossy Corales Suites Hotel & has a nice al fresco setting around the pool, overlooking the ocean. Decor is fresh & modern & there’s an easy going, laid back feel. Service was tip top, & prices reasonable. Sadly, food was rather underwhelming, overcooked & uninspiring."
93,g796999,d15662340,r769415363,"Stunning place! We had an exceptional time spending my partners birthday at Starfish, lovely food, beautiful views and great host Daniel. Thank you and we will be back"
94,g796999,d15662340,r769345021,"My wife and I stayed in Royal Hideway Corales Suites in Sept 2020 for 3 nights. We had our eye on the Starfish restaurant located within the resort since we arrived. I checked TripAdvisor and was a bit concerned to see a couple of recent negative reviews but we decided to go in with an open mind. We're really glad that we did as it was a lovely meal.Having been to the Starfish pool bar a few times before on previous visits, we already knew that they have a great selection of cocktails and their 'Creamy Prawns in Batter' are amazing and definitely a must-have! We have had them a few times at the pool bar in the past as a snack and both went for them as a starter.The menu is a tad confusing regarding the main courses. I ordered the T-bone steak, but the waiter informed me that it's only for 2 people. If this is the case, why doesn't it say on the menu? He also mentioned the Tomahawk, Entrecôte and Iberian Presa are sharing main courses. I feel this should be made more clear on the menu as it limits your choices if you want to order a different main from your dining partner. In the end, we both went for the Beef Tenderloin. It was a very nice dish. A quality steak with great sides (really recommend the sweet potato mash). I would say for our requested medium, the steak was perhaps slightly underdone but we don't mind it being on the rare side anyway so this wasn't a problem. I'll be honest and say it's not the best steak I've ever had, but still very enjoyable.The desserts were really nice. I went for the French toast with white chocolate custard and my wife had the Canarian Quesillo. Both very tasty.The location of the restaurant is fantastic. We had a great view of the sunset. The service was impeccable throughout the evening and very friendly. For some reason, the restaurant requests men wear long trousers however, someone in a table across from us was wearing shorts so it must not be greatly enforced. Given the outdoor setting, I'm not really sure why trousers are requested anyway. It seems a bit unnecessary.The restaurant is very reasonably priced for a 5 star hotel's eatery. Our bill was €145 which is pretty good considering we had 3 courses and a cocktail each. Overall we were really impressed with Starfish and would happily recommend it."
95,g796999,d15662340,r765825919,"After reading some good reviews on here we decided to give this restaurant a go and almost everything was perfect. The place has all the ingredients needed to be a great restaurant such as views to die for, yummy cocktails and decent service, however I found the food a bit underwhelming. Our starters lacked seasoning, the steak wasn't top notch as I would expect for the price we paid and was a bit overcooked for what we ordered. The tuna was more on the blue side than medium rare and the side of chips was soggy. In my opinion a great place to chill with a cocktail and enjoy the views but there are much better places to eat in La Caleta."
96,g796999,d15662340,r763944451,"Everything was perfect, we recommand the tuna !We came for the sunset, perfect place for a dinner for 2 !"
97,g796999,d15662340,r760293487,"Although the service is kind and friendly, and our food was good, with quality products, I expected more value for the money. The cooking of the meat was nos as ordered and some dishes were simply correct. For me the best were the chilli prawns."
98,g796999,d15662340,r752579285,We visited this restaurant twice on our weeks holiday on both occasions it was lovely we will definitely be back when we visit tenerife again next year
99,g796999,d15662340,r751099052,"Despite the fact that Spain had just gone into lock down because of the CV, the team at this restaurant were awesome. I’m sure that they must all be worried about what the rest of the tourist season will bring, but you would never have known it! The food, the service and the location were all top class. We will be returning to this hotel in the near future (see separate review of the hotel) and look forward to meeting Daniel and his team again then. We wish them well through the current crisis - they deserve it. Highly recommended."
100,g796999,d15662340,r778113759,we decided to try Starfish for lunch and enjoyed our overall experience . our waiter was excellent food was very nice . freshly grilled fish was excellent as was the wine . it was a great start to our holiday
101,g796999,d15662340,r777826933,"We have been coming to Tenerife for 6 years, stayed twice at Corales Suites and have tried countless restaurants in the island. By far Starfish is a must! Dani and his team will make the meal unbelievable. combining seasonal fresh specialities and off the menu specials means we have not once left without a great meal and a big smile. Definitely worth mentioning the chefs Victor and Samuel whose seafood and lamb are to die for and all the team that will make you feel at home. Kudos "
102,g796999,d15662340,r776488827,"Starfish is located in the glossy Corales Suites Hotel & has a nice al fresco setting around the pool, overlooking the ocean. Decor is fresh & modern & there’s an easy going, laid back feel. Service was tip top, & prices reasonable. Sadly, food was rather underwhelming, overcooked & uninspiring."
103,g796999,d15662340,r769415363,"Stunning place! We had an exceptional time spending my partners birthday at Starfish, lovely food, beautiful views and great host Daniel. Thank you and we will be back"
104,g796999,d15662340,r769345021,"My wife and I stayed in Royal Hideway Corales Suites in Sept 2020 for 3 nights. We had our eye on the Starfish restaurant located within the resort since we arrived. I checked TripAdvisor and was a bit concerned to see a couple of recent negative reviews but we decided to go in with an open mind. We're really glad that we did as it was a lovely meal.Having been to the Starfish pool bar a few times before on previous visits, we already knew that they have a great selection of cocktails and their 'Creamy Prawns in Batter' are amazing and definitely a must-have! We have had them a few times at the pool bar in the past as a snack and both went for them as a starter.The menu is a tad confusing regarding the main courses. I ordered the T-bone steak, but the waiter informed me that it's only for 2 people. If this is the case, why doesn't it say on the menu? He also mentioned the Tomahawk, Entrecôte and Iberian Presa are sharing main courses. I feel this should be made more clear on the menu as it limits your choices if you want to order a different main from your dining partner. In the end, we both went for the Beef Tenderloin. It was a very nice dish. A quality steak with great sides (really recommend the sweet potato mash). I would say for our requested medium, the steak was perhaps slightly underdone but we don't mind it being on the rare side anyway so this wasn't a problem. I'll be honest and say it's not the best steak I've ever had, but still very enjoyable.The desserts were really nice. I went for the French toast with white chocolate custard and my wife had the Canarian Quesillo. Both very tasty.The location of the restaurant is fantastic. We had a great view of the sunset. The service was impeccable throughout the evening and very friendly. For some reason, the restaurant requests men wear long trousers however, someone in a table across from us was wearing shorts so it must not be greatly enforced. Given the outdoor setting, I'm not really sure why trousers are requested anyway. It seems a bit unnecessary.The restaurant is very reasonably priced for a 5 star hotel's eatery. Our bill was €145 which is pretty good considering we had 3 courses and a cocktail each. Overall we were really impressed with Starfish and would happily recommend it."
105,g796999,d15662340,r765825919,"After reading some good reviews on here we decided to give this restaurant a go and almost everything was perfect. The place has all the ingredients needed to be a great restaurant such as views to die for, yummy cocktails and decent service, however I found the food a bit underwhelming. Our starters lacked seasoning, the steak wasn't top notch as I would expect for the price we paid and was a bit overcooked for what we ordered. The tuna was more on the blue side than medium rare and the side of chips was soggy. In my opinion a great place to chill with a cocktail and enjoy the views but there are much better places to eat in La Caleta."
106,g796999,d15662340,r763944451,"Everything was perfect, we recommand the tuna !We came for the sunset, perfect place for a dinner for 2 !"
107,g796999,d15662340,r760293487,"Although the service is kind and friendly, and our food was good, with quality products, I expected more value for the money. The cooking of the meat was nos as ordered and some dishes were simply correct. For me the best were the chilli prawns."
108,g796999,d15662340,r752579285,We visited this restaurant twice on our weeks holiday on both occasions it was lovely we will definitely be back when we visit tenerife again next year
109,g796999,d15662340,r751099052,"Despite the fact that Spain had just gone into lock down because of the CV, the team at this restaurant were awesome. I’m sure that they must all be worried about what the rest of the tourist season will bring, but you would never have known it! The food, the service and the location were all top class. We will be returning to this hotel in the near future (see separate review of the hotel) and look forward to meeting Daniel and his team again then. We wish them well through the current crisis - they deserve it. Highly recommended."
