,cod_zona,cod_rest,cods_revs,revs
102,g796999,d15662340,r802777922,"5 star service, Michelle’s star quality, our waiter Hugo was amazing, attentive, knowledgeable and helpful in getting the right table for us on the 3 times we have dined here. The lobster is amazing so is the steak and even things like the Galicia Burger…… all cooked in the Josper!Excellent wine selection and tasty local cheeses you cannot go wrong here. Great selection of seafood and meats with the usual fare for kids, pizza, burger, chicken etc Book or be disappointed!"
103,g796999,d15662340,r785609648,We went to starfish twice for Lunch and it was amazing! Food was excellent and the staff very nice. Will go back for sure!
104,g796999,d15662340,r785509100,"Staff was very helpful. The restaurant is at a very high level, but they have also the menu for smaller children. Thank you very much for a pleasant 14 days and we look forward to coming back again."
105,g796999,d15662340,r785480777,"Went to restaurant with family on holiday and had no good experience. We sat next to busy pool with many loud children playing besides us. The menu is not very inspired and local restaurant serve better fish. The service was very bad for us. We had to wait a long time to order and a longer time for our food to come. Staff was rude about it, manager apologized but do nothing. Maybe nice for tourist, not for fish lover."
106,g796999,d15662340,r784857423,"With an occupancy of 8 tables and 4 waiters, we were very poorly served. Our glasses were continiously empty and only refilled upon request throughout the entire evening. After waiting for almost 30 minutes to order our mains, we received a severely undercooked fish. The manager was so kind to pro-actively discount the mains from the bill, but after sharing our further observations he simply walked off in a frenzy. "
107,g796999,d15662340,r782926071,Seafood restaurant inside the Royal Corales hotel. Nice service but overpriced dishes which are quite ordinary. Convenient if you stay in the hotel though 
108,g796999,d15662340,r782703009,"Good produce but i think the chef didnt do justice to this produce. I sent back the steak to get it cooked right and when i got it back the second time it was overdone, fresh local fish cooked on the dry side what a shame, chewy octopus, lacking seasoning in all the dishes, uninspiring desserts... maybe a one off day. We are not the kind of people who likes to make a fuss and complain so we kept quiet. It wasn't that bad really but I expected more from this kind of establishment considering it was a fairly quiet night and the bill we paid. Fantastic location and correct service."
109,g796999,d15662340,r779951971,"Per se the food was quite nice, for example, the anchovies as a starter and tuna steak for main (black small potatoes were especially nice). Although the medium cooked steak appeared rather well done. However the cheese plate was a real disappointment. The restaurant was quite packed and loud. The service was also just average."
110,g796999,d15662340,r811512258,We were staying at the Corales suites and decided to try Starfish .A warm welcome awaited as well as excellent fresh fish . Choice was excellent A very nice meal indeed 
111,g796999,d15662340,r808681184,"Visited for dinner (September 2021) following recommendation from our own hotel and so pleased we did. Lovely setting overlooking La Caleta. The food was superb right from the bread and seaweed butter and the delightful Amuse Bouche. We both had Seabass fillets and chose the sliced potatoes, charcoal peppers and green salad from the sides. The Seabass was up there with the nicest I have had - the meat was so moist but the skin so deliciously crispy and the sides were all delicious too. The staff were all so friendly and helpful. Excellent value and a really lovely evening."
112,g796999,d15662340,r802777922,"5 star service, Michelle’s star quality, our waiter Hugo was amazing, attentive, knowledgeable and helpful in getting the right table for us on the 3 times we have dined here. The lobster is amazing so is the steak and even things like the Galicia Burger…… all cooked in the Josper!Excellent wine selection and tasty local cheeses you cannot go wrong here. Great selection of seafood and meats with the usual fare for kids, pizza, burger, chicken etc Book or be disappointed!"
113,g796999,d15662340,r785609648,We went to starfish twice for Lunch and it was amazing! Food was excellent and the staff very nice. Will go back for sure!
114,g796999,d15662340,r785509100,"Staff was very helpful. The restaurant is at a very high level, but they have also the menu for smaller children. Thank you very much for a pleasant 14 days and we look forward to coming back again."
115,g796999,d15662340,r785480777,"Went to restaurant with family on holiday and had no good experience. We sat next to busy pool with many loud children playing besides us. The menu is not very inspired and local restaurant serve better fish. The service was very bad for us. We had to wait a long time to order and a longer time for our food to come. Staff was rude about it, manager apologized but do nothing. Maybe nice for tourist, not for fish lover."
116,g796999,d15662340,r784857423,"With an occupancy of 8 tables and 4 waiters, we were very poorly served. Our glasses were continiously empty and only refilled upon request throughout the entire evening. After waiting for almost 30 minutes to order our mains, we received a severely undercooked fish. The manager was so kind to pro-actively discount the mains from the bill, but after sharing our further observations he simply walked off in a frenzy. "
117,g796999,d15662340,r782926071,Seafood restaurant inside the Royal Corales hotel. Nice service but overpriced dishes which are quite ordinary. Convenient if you stay in the hotel though 
118,g796999,d15662340,r782703009,"Good produce but i think the chef didnt do justice to this produce. I sent back the steak to get it cooked right and when i got it back the second time it was overdone, fresh local fish cooked on the dry side what a shame, chewy octopus, lacking seasoning in all the dishes, uninspiring desserts... maybe a one off day. We are not the kind of people who likes to make a fuss and complain so we kept quiet. It wasn't that bad really but I expected more from this kind of establishment considering it was a fairly quiet night and the bill we paid. Fantastic location and correct service."
119,g796999,d15662340,r779951971,"Per se the food was quite nice, for example, the anchovies as a starter and tuna steak for main (black small potatoes were especially nice). Although the medium cooked steak appeared rather well done. However the cheese plate was a real disappointment. The restaurant was quite packed and loud. The service was also just average."
120,g796999,d15662340,r811512258,We were staying at the Corales suites and decided to try Starfish .A warm welcome awaited as well as excellent fresh fish . Choice was excellent A very nice meal indeed 
121,g796999,d15662340,r808681184,"Visited for dinner (September 2021) following recommendation from our own hotel and so pleased we did. Lovely setting overlooking La Caleta. The food was superb right from the bread and seaweed butter and the delightful Amuse Bouche. We both had Seabass fillets and chose the sliced potatoes, charcoal peppers and green salad from the sides. The Seabass was up there with the nicest I have had - the meat was so moist but the skin so deliciously crispy and the sides were all delicious too. The staff were all so friendly and helpful. Excellent value and a really lovely evening."
122,g796999,d15662340,r802777922,"5 star service, Michelle’s star quality, our waiter Hugo was amazing, attentive, knowledgeable and helpful in getting the right table for us on the 3 times we have dined here. The lobster is amazing so is the steak and even things like the Galicia Burger…… all cooked in the Josper!Excellent wine selection and tasty local cheeses you cannot go wrong here. Great selection of seafood and meats with the usual fare for kids, pizza, burger, chicken etc Book or be disappointed!"
123,g796999,d15662340,r785609648,We went to starfish twice for Lunch and it was amazing! Food was excellent and the staff very nice. Will go back for sure!
124,g796999,d15662340,r785509100,"Staff was very helpful. The restaurant is at a very high level, but they have also the menu for smaller children. Thank you very much for a pleasant 14 days and we look forward to coming back again."
125,g796999,d15662340,r785480777,"Went to restaurant with family on holiday and had no good experience. We sat next to busy pool with many loud children playing besides us. The menu is not very inspired and local restaurant serve better fish. The service was very bad for us. We had to wait a long time to order and a longer time for our food to come. Staff was rude about it, manager apologized but do nothing. Maybe nice for tourist, not for fish lover."
126,g796999,d15662340,r784857423,"With an occupancy of 8 tables and 4 waiters, we were very poorly served. Our glasses were continiously empty and only refilled upon request throughout the entire evening. After waiting for almost 30 minutes to order our mains, we received a severely undercooked fish. The manager was so kind to pro-actively discount the mains from the bill, but after sharing our further observations he simply walked off in a frenzy. "
127,g796999,d15662340,r782926071,Seafood restaurant inside the Royal Corales hotel. Nice service but overpriced dishes which are quite ordinary. Convenient if you stay in the hotel though 
128,g796999,d15662340,r782703009,"Good produce but i think the chef didnt do justice to this produce. I sent back the steak to get it cooked right and when i got it back the second time it was overdone, fresh local fish cooked on the dry side what a shame, chewy octopus, lacking seasoning in all the dishes, uninspiring desserts... maybe a one off day. We are not the kind of people who likes to make a fuss and complain so we kept quiet. It wasn't that bad really but I expected more from this kind of establishment considering it was a fairly quiet night and the bill we paid. Fantastic location and correct service."
129,g796999,d15662340,r779951971,"Per se the food was quite nice, for example, the anchovies as a starter and tuna steak for main (black small potatoes were especially nice). Although the medium cooked steak appeared rather well done. However the cheese plate was a real disappointment. The restaurant was quite packed and loud. The service was also just average."
